File,Similarity
../data/text/8210.txt,0.750823974609375
../data/text/7250.txt,0.6995807886123657
../data/text/4601.txt,0.6691976189613342
../data/text/4729.txt,0.668845534324646
../data/text/3133.txt,0.6525005102157593
../data/text/6349.txt,0.6021304130554199
../data/text/483.txt,0.5989525318145752
../data/text/1042.txt,0.5946338176727295
../data/text/6657.txt,0.594049334526062
../data/text/1128.txt,0.5721012353897095
../data/text/8060.txt,0.5605052709579468
../data/text/8607.txt,0.5566359758377075
../data/text/3670.txt,0.5511491298675537
../data/text/8727.txt,0.5453969836235046
../data/text/1579.txt,0.524872899055481
../data/text/6765.txt,0.49578744173049927
../data/text/1898.txt,0.49289193749427795
../data/text/7886.txt,0.49269741773605347
../data/text/5416.txt,0.4902530312538147
../data/text/4440.txt,0.47836434841156006
../data/text/6574.txt,0.4642397165298462
../data/text/4310.txt,0.463607519865036
../data/text/9982.txt,0.4612511396408081
../data/text/2938.txt,0.4600417912006378
../data/text/2190.txt,0.4597828984260559
../data/text/4499.txt,0.459728479385376
../data/text/1769.txt,0.455685555934906
../data/text/2219.txt,0.4531254768371582
../data/text/1899.txt,0.4511016011238098
../data/text/900.txt,0.44348037242889404
../data/text/7408.txt,0.442675918340683
../data/text/2648.txt,0.4405052065849304
../data/text/9089.txt,0.43815451860427856
../data/text/9739.txt,0.4357779622077942
../data/text/4813.txt,0.43309980630874634
../data/text/1669.txt,0.42747777700424194
../data/text/2684.txt,0.4270312786102295
../data/text/4367.txt,0.4221709072589874
../data/text/4031.txt,0.4188925623893738
../data/text/5086.txt,0.41816985607147217
../data/text/954.txt,0.41588252782821655
../data/text/6531.txt,0.41292446851730347
../data/text/1770.txt,0.41249561309814453
../data/text/7379.txt,0.4094751179218292
../data/text/6515.txt,0.40800896286964417
../data/text/4227.txt,0.40705493092536926
../data/text/6819.txt,0.40621352195739746
../data/text/9684.txt,0.40447214245796204
../data/text/8377.txt,0.4013155400753021
../data/text/4469.txt,0.3980426788330078
../data/text/9363.txt,0.3967663049697876
../data/text/8227.txt,0.39581722021102905
../data/text/4125.txt,0.3951324224472046
../data/text/3384.txt,0.3945375084877014
../data/text/5268.txt,0.3942384719848633
../data/text/7589.txt,0.3844708204269409
../data/text/4882.txt,0.3835148215293884
../data/text/1040.txt,0.38108062744140625
../data/text/3299.txt,0.38085436820983887
../data/text/578.txt,0.37916022539138794
../data/text/630.txt,0.3787945806980133
../data/text/1157.txt,0.37589922547340393
../data/text/5227.txt,0.37443485856056213
../data/text/2514.txt,0.3740791976451874
../data/text/1774.txt,0.3725448250770569
../data/text/2574.txt,0.3720739185810089
../data/text/9936.txt,0.37099912762641907
../data/text/6662.txt,0.37057992815971375
../data/text/8483.txt,0.368751585483551
../data/text/1029.txt,0.36764854192733765
../data/text/4640.txt,0.3669928014278412
../data/text/4886.txt,0.36662906408309937
../data/text/7394.txt,0.3665173649787903
../data/text/8249.txt,0.3643417954444885
../data/text/9309.txt,0.3636457622051239
../data/text/9063.txt,0.36330515146255493
../data/text/8963.txt,0.36214616894721985
../data/text/6922.txt,0.3609400987625122
../data/text/987.txt,0.3597773313522339
../data/text/7001.txt,0.3589283227920532
../data/text/2868.txt,0.35740983486175537
../data/text/9196.txt,0.3573119640350342
../data/text/119.txt,0.3560575246810913
../data/text/4717.txt,0.3559970259666443
